source_log,row_index,run_id,packet_uid,timestamp,flow_id,channel_type,tx_node,rx_node,direction,packet_size,rtp_sequence_number,rtp_timestamp_90khz,frame_id,rtp_parse_offset,RSSI_from_Sionna,RSSI_used_for_drop_decision,expected_p_loss,random_draw,final_decision,drop_reason,seed,sionna_sample_valid,sionna_channel_model,sionna_source_wall_time,sionna_source_sim_time,ns3_sionna_update_time,received,dropped,is_rtp
logs/stage24_rf_stress_final_20260605T132014Z/stage24_route_rssi_packets_raw.csv,18,stage24_rf_stress_final_20260605T132014Z,18,1.819623024,payload,payload,3,2,far_to_near,94,,,,,-55.0,-55.0,1.013e-05,0.776792762,received,none,1337,true,rt_online_warmup,nan,nan,1.8,1,0,False
logs/stage24_rf_stress_final_20260605T132014Z/stage24_route_rssi_packets_raw.csv,22,stage24_rf_stress_final_20260605T132014Z,21,1.979587568,payload,payload,2,3,near_to_far,94,,,,,-55.0,-55.0,1.013e-05,0.69504706,received,none,1337,true,rt_online_warmup,nan,nan,1.9,1,0,False
logs/stage24_rf_stress_final_20260605T132014Z/stage24_route_rssi_packets_raw.csv,24,stage24_rf_stress_final_20260605T132014Z,24,5.407585245,payload,payload,2,3,near_to_far,74,,,,,-55.0,-55.0,1.013e-05,0.906175832,received,none,1337,true,rt_online_warmup,nan,nan,5.4,1,0,False
logs/stage24_rf_stress_final_20260605T132014Z/stage24_route_rssi_packets_raw.csv,26,stage24_rf_stress_final_20260605T132014Z,25,5.663598535,payload,payload,3,2,far_to_near,74,,,,,-55.0,-55.0,1.013e-05,0.094626853,received,none,1337,true,rt_online_warmup,nan,nan,5.6,1,0,False
logs/stage24_rf_stress_final_20260605T132014Z/stage24_route_rssi_packets_raw.csv,29,stage24_rf_stress_final_20260605T132014Z,29,13.851592239,payload,payload,2,3,near_to_far,74,,,,,-55.0,-55.0,1.013e-05,0.057176599,received,none,1337,true,rt_online_warmup,nan,nan,13.8,1,0,False
logs/stage24_rf_stress_final_20260605T132014Z/stage24_route_rssi_packets_raw.csv,31,stage24_rf_stress_final_20260605T132014Z,32,14.363642703,payload,payload,3,2,far_to_near,74,,,,,-55.0,-55.0,1.013e-05,0.270154058,received,none,1337,true,rt_online_warmup,nan,nan,14.3,1,0,False
logs/stage24_rf_stress_final_20260605T132014Z/stage24_route_rssi_packets_raw.csv,33,stage24_rf_stress_final_20260605T132014Z,33,14.623614137,payload,payload,3,2,far_to_near,74,,,,,-55.0,-55.0,1.013e-05,0.067554106,received,none,1337,true,rt_online_warmup,nan,nan,14.6,1,0,False
logs/stage24_rf_stress_final_20260605T132014Z/stage24_route_rssi_packets_raw.csv,35,stage24_rf_stress_final_20260605T132014Z,34,16.411596279,payload,payload,2,3,near_to_far,74,,,,,-55.0,-55.0,1.013e-05,0.963812205,received,none,1337,true,rt_online_warmup,nan,nan,16.4,1,0,False
logs/stage24_rf_stress_final_20260605T132014Z/stage24_route_rssi_packets_raw.csv,37,stage24_rf_stress_final_20260605T132014Z,37,18.459667013,payload,payload,3,2,far_to_near,74,,,,,-55.0,-55.0,1.013e-05,0.80049174,received,none,1337,true,rt_online_warmup,nan,nan,18.4,1,0,False
logs/stage24_rf_stress_final_20260605T132014Z/stage24_route_rssi_packets_raw.csv,38,stage24_rf_stress_final_20260605T132014Z,38,20.508452119,payload,payload,2,3,near_to_far,74,,,,,-55.0,-55.0,1.013e-05,0.696999542,received,none,1337,true,rt_online_warmup,nan,nan,20.5,1,0,False
logs/stage24_rf_stress_final_20260605T132014Z/stage24_route_rssi_packets_raw.csv,39,stage24_rf_stress_final_20260605T132014Z,39,22.041682771,payload,payload,2,3,near_to_far,64,,,,,-55.0,-55.0,1.013e-05,0.335874005,received,none,1337,true,rt_online_warmup,nan,nan,22.0,1,0,False
logs/stage24_rf_stress_final_20260605T132014Z/stage24_route_rssi_packets_raw.csv,40,stage24_rf_stress_final_20260605T132014Z,41,22.051879427,payload,payload,3,2,far_to_near,64,,,,,-55.0,-55.0,1.013e-05,0.842046376,received,none,1337,true,rt_online_warmup,nan,nan,22.0,1,0,False
logs/stage24_rf_stress_final_20260605T132014Z/stage24_route_rssi_packets_raw.csv,41,stage24_rf_stress_final_20260605T132014Z,43,22.062082466,payload,payload,2,3,near_to_far,64,28209,3199472939,3199472939,42,-55.0,-55.0,1.013e-05,0.496983956,received,none,1337,true,rt_online_warmup,nan,nan,22.0,1,0,True
logs/stage24_rf_stress_final_20260605T132014Z/stage24_route_rssi_packets_raw.csv,42,stage24_rf_stress_final_20260605T132014Z,45,22.072266066,payload,payload,2,3,near_to_far,87,28210,3199472939,3199472939,42,-55.0,-55.0,1.013e-05,0.681861222,received,none,1337,true,rt_online_warmup,nan,nan,22.0,1,0,True
logs/stage24_rf_stress_final_20260605T132014Z/stage24_route_rssi_packets_raw.csv,43,stage24_rf_stress_final_20260605T132014Z,46,22.082735466,payload,payload,2,3,near_to_far,64,28211,3199472939,3199472939,42,-55.0,-55.0,1.013e-05,0.912736057,received,none,1337,true,rt_online_warmup,nan,nan,22.0,1,0,True
logs/stage24_rf_stress_final_20260605T132014Z/stage24_route_rssi_packets_raw.csv,44,stage24_rf_stress_final_20260605T132014Z,48,22.093553466,payload,payload,2,3,near_to_far,758,28212,3199472939,3199472939,42,-55.0,-55.0,1.013e-05,0.62451874,received,none,1337,true,rt_online_warmup,nan,nan,22.0,1,0,True
logs/stage24_rf_stress_final_20260605T132014Z/stage24_route_rssi_packets_raw.csv,45,stage24_rf_stress_final_20260605T132014Z,49,22.104700666,payload,payload,2,3,near_to_far,1446,28213,3199472939,3199472939,42,-55.0,-55.0,1.013e-05,0.922210986,received,none,1337,true,rt_online_warmup,nan,nan,22.1,1,0,True
logs/stage24_rf_stress_final_20260605T132014Z/stage24_route_rssi_packets_raw.csv,46,stage24_rf_stress_final_20260605T132014Z,50,22.115654866,payload,payload,2,3,near_to_far,1446,28214,3199472939,3199472939,42,-55.0,-55.0,1.013e-05,0.696018947,received,none,1337,true,rt_online_warmup,nan,nan,22.1,1,0,True
logs/stage24_rf_stress_final_20260605T132014Z/stage24_route_rssi_packets_raw.csv,47,stage24_rf_stress_final_20260605T132014Z,51,22.126540066,payload,payload,2,3,near_to_far,1446,28215,3199472939,3199472939,42,-55.0,-55.0,1.013e-05,0.161861415,received,none,1337,true,rt_online_warmup,nan,nan,22.1,1,0,True
logs/stage24_rf_stress_final_20260605T132014Z/stage24_route_rssi_packets_raw.csv,48,stage24_rf_stress_final_20260605T132014Z,52,22.137726266,payload,payload,2,3,near_to_far,1446,28216,3199472939,3199472939,42,-55.0,-55.0,1.013e-05,0.592872949,received,none,1337,true,rt_online_warmup,nan,nan,22.1,1,0,True
logs/stage24_rf_stress_final_20260605T132014Z/stage24_route_rssi_packets_raw.csv,49,stage24_rf_stress_final_20260605T132014Z,53,22.148533466,payload,payload,2,3,near_to_far,1446,28217,3199472939,3199472939,42,-55.0,-55.0,1.013e-05,0.17385738,received,none,1337,true,rt_online_warmup,nan,nan,22.1,1,0,True
logs/stage24_rf_stress_final_20260605T132014Z/stage24_route_rssi_packets_raw.csv,50,stage24_rf_stress_final_20260605T132014Z,54,22.159720666,payload,payload,2,3,near_to_far,1446,36480,1617836734,1617836734,39,-55.0,-55.0,1.013e-05,0.484181054,received,none,1337,true,rt_online_warmup,nan,nan,22.1,1,0,True
logs/stage24_rf_stress_final_20260605T132014Z/stage24_route_rssi_packets_raw.csv,51,stage24_rf_stress_final_20260605T132014Z,55,22.170547866,payload,payload,2,3,near_to_far,1446,28219,3199472939,3199472939,42,-55.0,-55.0,1.013e-05,0.046422803,received,none,1337,true,rt_online_warmup,nan,nan,22.1,1,0,True
logs/stage24_rf_stress_final_20260605T132014Z/stage24_route_rssi_packets_raw.csv,52,stage24_rf_stress_final_20260605T132014Z,56,22.181673066,payload,payload,2,3,near_to_far,1446,28220,3199472939,3199472939,42,-55.0,-55.0,1.013e-05,0.303888894,received,none,1337,true,rt_online_warmup,nan,nan,22.1,1,0,True
logs/stage24_rf_stress_final_20260605T132014Z/stage24_route_rssi_packets_raw.csv,53,stage24_rf_stress_final_20260605T132014Z,57,22.192427266,payload,payload,2,3,near_to_far,1406,28221,3199472939,3199472939,42,-55.0,-55.0,1.013e-05,0.304810382,received,none,1337,true,rt_online_warmup,nan,nan,22.1,1,0,True
logs/stage24_rf_stress_final_20260605T132014Z/stage24_route_rssi_packets_raw.csv,54,stage24_rf_stress_final_20260605T132014Z,58,22.203025466,payload,payload,2,3,near_to_far,1446,28222,3199472939,3199472939,42,-55.0,-55.0,1.013e-05,0.874252482,received,none,1337,true,rt_online_warmup,nan,nan,22.2,1,0,True
logs/stage24_rf_stress_final_20260605T132014Z/stage24_route_rssi_packets_raw.csv,55,stage24_rf_stress_final_20260605T132014Z,59,22.214071666,payload,payload,2,3,near_to_far,1446,28223,3199472939,3199472939,42,-55.0,-55.0,1.013e-05,0.255184762,received,none,1337,true,rt_online_warmup,nan,nan,22.2,1,0,True
logs/stage24_rf_stress_final_20260605T132014Z/stage24_route_rssi_packets_raw.csv,56,stage24_rf_stress_final_20260605T132014Z,60,22.224957866,payload,payload,2,3,near_to_far,1446,28224,3199472939,3199472939,42,-55.0,-55.0,1.013e-05,0.18406521,received,none,1337,true,rt_online_warmup,nan,nan,22.2,1,0,True
logs/stage24_rf_stress_final_20260605T132014Z/stage24_route_rssi_packets_raw.csv,57,stage24_rf_stress_final_20260605T132014Z,61,22.236282066,payload,payload,2,3,near_to_far,1446,28225,3199472939,3199472939,42,-55.0,-55.0,1.013e-05,0.747611191,received,none,1337,true,rt_online_warmup,nan,nan,22.2,1,0,True
logs/stage24_rf_stress_final_20260605T132014Z/stage24_route_rssi_packets_raw.csv,58,stage24_rf_stress_final_20260605T132014Z,62,22.247524266,payload,payload,2,3,near_to_far,1446,28226,3199472939,3199472939,42,-55.0,-55.0,1.013e-05,0.015524164,received,none,1337,true,rt_online_warmup,nan,nan,22.2,1,0,True
logs/stage24_rf_stress_final_20260605T132014Z/stage24_route_rssi_packets_raw.csv,59,stage24_rf_stress_final_20260605T132014Z,63,22.258768466,payload,payload,2,3,near_to_far,1446,28227,3199472939,3199472939,42,-55.0,-55.0,1.013e-05,0.03411316,received,none,1337,true,rt_online_warmup,nan,nan,22.2,1,0,True
logs/stage24_rf_stress_final_20260605T132014Z/stage24_route_rssi_packets_raw.csv,60,stage24_rf_stress_final_20260605T132014Z,64,22.269704666,payload,payload,2,3,near_to_far,1446,28228,3199472939,3199472939,42,-55.0,-55.0,1.013e-05,0.436582783,received,none,1337,true,rt_online_warmup,nan,nan,22.2,1,0,True
logs/stage24_rf_stress_final_20260605T132014Z/stage24_route_rssi_packets_raw.csv,61,stage24_rf_stress_final_20260605T132014Z,65,22.280896866,payload,payload,2,3,near_to_far,1446,28229,3199472939,3199472939,42,-55.0,-55.0,1.013e-05,0.96727469,received,none,1337,true,rt_online_warmup,nan,nan,22.2,1,0,True
logs/stage24_rf_stress_final_20260605T132014Z/stage24_route_rssi_packets_raw.csv,62,stage24_rf_stress_final_20260605T132014Z,66,22.291594066,payload,payload,2,3,near_to_far,1446,28230,3199472939,3199472939,42,-55.0,-55.0,1.013e-05,0.096531922,received,none,1337,true,rt_online_warmup,nan,nan,22.2,1,0,True
logs/stage24_rf_stress_final_20260605T132014Z/stage24_route_rssi_packets_raw.csv,63,stage24_rf_stress_final_20260605T132014Z,67,22.303015266,payload,payload,2,3,near_to_far,1446,28231,3199472939,3199472939,42,-55.0,-55.0,1.013e-05,0.680678915,received,none,1337,true,rt_online_warmup,nan,nan,22.3,1,0,True
logs/stage24_rf_stress_final_20260605T132014Z/stage24_route_rssi_packets_raw.csv,64,stage24_rf_stress_final_20260605T132014Z,68,22.313669466,payload,payload,2,3,near_to_far,1446,28232,3199472939,3199472939,42,-55.0,-55.0,1.013e-05,0.75768333,received,none,1337,true,rt_online_warmup,nan,nan,22.3,1,0,True
logs/stage24_rf_stress_final_20260605T132014Z/stage24_route_rssi_packets_raw.csv,65,stage24_rf_stress_final_20260605T132014Z,69,22.324978666,payload,payload,2,3,near_to_far,1446,28233,3199472939,3199472939,42,-55.0,-55.0,1.013e-05,0.093814381,received,none,1337,true,rt_online_warmup,nan,nan,22.3,1,0,True
logs/stage24_rf_stress_final_20260605T132014Z/stage24_route_rssi_packets_raw.csv,66,stage24_rf_stress_final_20260605T132014Z,70,22.335389066,payload,payload,2,3,near_to_far,74,28234,3199472939,3199472939,42,-55.0,-55.0,1.013e-05,0.642137526,received,none,1337,true,rt_online_warmup,nan,nan,22.3,1,0,True
logs/stage24_rf_stress_final_20260605T132014Z/stage24_route_rssi_packets_raw.csv,67,stage24_rf_stress_final_20260605T132014Z,71,22.346253266,payload,payload,2,3,near_to_far,1446,28235,3199472939,3199472939,42,-55.0,-55.0,1.013e-05,0.87096116,received,none,1337,true,rt_online_warmup,nan,nan,22.3,1,0,True
logs/stage24_rf_stress_final_20260605T132014Z/stage24_route_rssi_packets_raw.csv,68,stage24_rf_stress_final_20260605T132014Z,72,22.356919466,payload,payload,2,3,near_to_far,1446,28236,3199472939,3199472939,42,-55.0,-55.0,1.013e-05,0.08640275,received,none,1337,true,rt_online_warmup,nan,nan,22.3,1,0,True
logs/stage24_rf_stress_final_20260605T132014Z/stage24_route_rssi_packets_raw.csv,69,stage24_rf_stress_final_20260605T132014Z,73,22.367798666,payload,payload,2,3,near_to_far,1446,28237,3199472939,3199472939,42,-55.0,-55.0,1.013e-05,0.718500832,received,none,1337,true,rt_online_warmup,nan,nan,22.3,1,0,True
logs/stage24_rf_stress_final_20260605T132014Z/stage24_route_rssi_packets_raw.csv,70,stage24_rf_stress_final_20260605T132014Z,74,22.378420866,payload,payload,2,3,near_to_far,1446,28238,3199472939,3199472939,42,-55.0,-55.0,1.013e-05,0.581223713,received,none,1337,true,rt_online_warmup,nan,nan,22.3,1,0,True
logs/stage24_rf_stress_final_20260605T132014Z/stage24_route_rssi_packets_raw.csv,71,stage24_rf_stress_final_20260605T132014Z,75,22.389246066,payload,payload,2,3,near_to_far,1446,28239,3199472939,3199472939,42,-55.0,-55.0,1.013e-05,0.876950353,received,none,1337,true,rt_online_warmup,nan,nan,22.3,1,0,True
logs/stage24_rf_stress_final_20260605T132014Z/stage24_route_rssi_packets_raw.csv,72,stage24_rf_stress_final_20260605T132014Z,76,22.399915266,payload,payload,2,3,near_to_far,1446,28240,3199472939,3199472939,42,-55.0,-55.0,1.013e-05,0.985265704,received,none,1337,true,rt_online_warmup,nan,nan,22.3,1,0,True
logs/stage24_rf_stress_final_20260605T132014Z/stage24_route_rssi_packets_raw.csv,73,stage24_rf_stress_final_20260605T132014Z,77,22.410119466,payload,payload,2,3,near_to_far,281,28241,3199472939,3199472939,42,-55.0,-55.0,1.013e-05,0.701926373,received,none,1337,true,rt_online_warmup,nan,nan,22.4,1,0,True
logs/stage24_rf_stress_final_20260605T132014Z/stage24_route_rssi_packets_raw.csv,74,stage24_rf_stress_final_20260605T132014Z,78,22.420809666,payload,payload,2,3,near_to_far,1446,28242,3199472939,3199472939,42,-55.0,-55.0,1.013e-05,0.338833231,received,none,1337,true,rt_online_warmup,nan,nan,22.4,1,0,True
logs/stage24_rf_stress_final_20260605T132014Z/stage24_route_rssi_packets_raw.csv,75,stage24_rf_stress_final_20260605T132014Z,79,22.431245266,payload,payload,2,3,near_to_far,232,28243,3199472939,3199472939,42,-55.0,-55.0,1.013e-05,0.038071565,received,none,1337,true,rt_online_warmup,nan,nan,22.4,1,0,True
logs/stage24_rf_stress_final_20260605T132014Z/stage24_route_rssi_packets_raw.csv,76,stage24_rf_stress_final_20260605T132014Z,80,22.442027866,payload,payload,2,3,near_to_far,1302,28244,3199472939,3199472939,42,-55.0,-55.0,1.013e-05,0.209950185,received,none,1337,true,rt_online_warmup,nan,nan,22.4,1,0,True
logs/stage24_rf_stress_final_20260605T132014Z/stage24_route_rssi_packets_raw.csv,77,stage24_rf_stress_final_20260605T132014Z,81,22.452723066,payload,payload,2,3,near_to_far,1446,28245,3199472939,3199472939,42,-55.0,-55.0,1.013e-05,0.148490886,received,none,1337,true,rt_online_warmup,nan,nan,22.4,1,0,True
logs/stage24_rf_stress_final_20260605T132014Z/stage24_route_rssi_packets_raw.csv,78,stage24_rf_stress_final_20260605T132014Z,82,22.463506866,payload,payload,2,3,near_to_far,225,28246,3199472939,3199472939,42,-55.0,-55.0,1.013e-05,0.646316094,received,none,1337,true,rt_online_warmup,nan,nan,22.4,1,0,True
logs/stage24_rf_stress_final_20260605T132014Z/stage24_route_rssi_packets_raw.csv,79,stage24_rf_stress_final_20260605T132014Z,83,22.474053666,payload,payload,2,3,near_to_far,990,28247,3199472939,3199472939,42,-55.0,-55.0,1.013e-05,0.813299373,received,none,1337,true,rt_online_warmup,nan,nan,22.4,1,0,True
logs/stage24_rf_stress_final_20260605T132014Z/stage24_route_rssi_packets_raw.csv,80,stage24_rf_stress_final_20260605T132014Z,84,22.484696066,payload,payload,2,3,near_to_far,64,28248,3199491889,3199491889,42,-55.0,-55.0,1.013e-05,0.641425399,received,none,1337,true,rt_online_warmup,nan,nan,22.4,1,0,True
logs/stage24_rf_stress_final_20260605T132014Z/stage24_route_rssi_packets_raw.csv,81,stage24_rf_stress_final_20260605T132014Z,86,22.495692866,payload,payload,2,3,near_to_far,235,28249,3199491889,3199491889,42,-55.0,-55.0,1.013e-05,0.657836135,received,none,1337,true,rt_online_warmup,nan,nan,22.4,1,0,True
logs/stage24_rf_stress_final_20260605T132014Z/stage24_route_rssi_packets_raw.csv,82,stage24_rf_stress_final_20260605T132014Z,87,22.506361666,payload,payload,2,3,near_to_far,175,28250,3199491889,3199491889,42,-55.0,-55.0,1.013e-05,0.627869777,received,none,1337,true,rt_online_warmup,nan,nan,22.5,1,0,True
logs/stage24_rf_stress_final_20260605T132014Z/stage24_route_rssi_packets_raw.csv,83,stage24_rf_stress_final_20260605T132014Z,88,22.516876466,payload,payload,2,3,near_to_far,1230,28251,3199491889,3199491889,42,-55.0,-55.0,1.013e-05,0.344304043,received,none,1337,true,rt_online_warmup,nan,nan,22.5,1,0,True
logs/stage24_rf_stress_final_20260605T132014Z/stage24_route_rssi_packets_raw.csv,84,stage24_rf_stress_final_20260605T132014Z,89,22.527446666,payload,payload,2,3,near_to_far,876,28252,3199491889,3199491889,42,-55.0,-55.0,1.013e-05,0.328356931,received,none,1337,true,rt_online_warmup,nan,nan,22.5,1,0,True
logs/stage24_rf_stress_final_20260605T132014Z/stage24_route_rssi_packets_raw.csv,85,stage24_rf_stress_final_20260605T132014Z,90,22.537603866,payload,payload,2,3,near_to_far,136,28253,3199491889,3199491889,42,-55.0,-55.0,1.013e-05,0.95457585,received,none,1337,true,rt_online_warmup,nan,nan,22.5,1,0,True
logs/stage24_rf_stress_final_20260605T132014Z/stage24_route_rssi_packets_raw.csv,86,stage24_rf_stress_final_20260605T132014Z,91,22.547901266,payload,payload,2,3,near_to_far,264,28254,3199491889,3199491889,42,-55.0,-55.0,1.013e-05,0.403447264,received,none,1337,true,rt_online_warmup,nan,nan,22.5,1,0,True
logs/stage24_rf_stress_final_20260605T132014Z/stage24_route_rssi_packets_raw.csv,87,stage24_rf_stress_final_20260605T132014Z,92,22.558616466,payload,payload,2,3,near_to_far,121,28255,3199491889,3199491889,42,-55.0,-55.0,1.013e-05,0.788549104,received,none,1337,true,rt_online_warmup,nan,nan,22.5,1,0,True
logs/stage24_rf_stress_final_20260605T132014Z/stage24_route_rssi_packets_raw.csv,88,stage24_rf_stress_final_20260605T132014Z,93,22.568769866,payload,payload,2,3,near_to_far,64,28256,3199509492,3199509492,42,-55.0,-55.0,1.013e-05,0.335993723,received,none,1337,true,rt_online_warmup,nan,nan,22.5,1,0,True
logs/stage24_rf_stress_final_20260605T132014Z/stage24_route_rssi_packets_raw.csv,89,stage24_rf_stress_final_20260605T132014Z,95,22.579748066,payload,payload,2,3,near_to_far,1446,28257,3199509492,3199509492,42,-55.0,-55.0,1.013e-05,0.838006954,received,none,1337,true,rt_online_warmup,nan,nan,22.5,1,0,True
logs/stage24_rf_stress_final_20260605T132014Z/stage24_route_rssi_packets_raw.csv,90,stage24_rf_stress_final_20260605T132014Z,96,22.590619266,payload,payload,2,3,near_to_far,1446,28258,3199509492,3199509492,42,-55.0,-55.0,1.013e-05,0.754461945,received,none,1337,true,rt_online_warmup,nan,nan,22.5,1,0,True
logs/stage24_rf_stress_final_20260605T132014Z/stage24_route_rssi_packets_raw.csv,91,stage24_rf_stress_final_20260605T132014Z,97,22.601822466,payload,payload,2,3,near_to_far,1446,28259,3199509492,3199509492,42,-55.0,-55.0,1.013e-05,0.501500074,received,none,1337,true,rt_online_warmup,nan,nan,22.6,1,0,True
logs/stage24_rf_stress_final_20260605T132014Z/stage24_route_rssi_packets_raw.csv,92,stage24_rf_stress_final_20260605T132014Z,98,22.612664266,payload,payload,2,3,near_to_far,1125,28260,3199509492,3199509492,42,-55.0,-55.0,1.013e-05,0.869720901,received,none,1337,true,rt_online_warmup,nan,nan,22.6,1,0,True
logs/stage24_rf_stress_final_20260605T132014Z/stage24_route_rssi_packets_raw.csv,93,stage24_rf_stress_final_20260605T132014Z,99,22.623394466,payload,payload,2,3,near_to_far,1446,28261,3199509492,3199509492,42,-55.0,-55.0,1.013e-05,0.199474508,received,none,1337,true,rt_online_warmup,nan,nan,22.6,1,0,True
logs/stage24_rf_stress_final_20260605T132014Z/stage24_route_rssi_packets_raw.csv,94,stage24_rf_stress_final_20260605T132014Z,100,22.634309666,payload,payload,2,3,near_to_far,1446,28262,3199509492,3199509492,42,-55.0,-55.0,1.013e-05,0.932025515,received,none,1337,true,rt_online_warmup,nan,nan,22.6,1,0,True
logs/stage24_rf_stress_final_20260605T132014Z/stage24_route_rssi_packets_raw.csv,95,stage24_rf_stress_final_20260605T132014Z,101,22.645212866,payload,payload,2,3,near_to_far,1446,28263,3199509492,3199509492,42,-55.0,-55.0,1.013e-05,0.834222983,received,none,1337,true,rt_online_warmup,nan,nan,22.6,1,0,True
logs/stage24_rf_stress_final_20260605T132014Z/stage24_route_rssi_packets_raw.csv,96,stage24_rf_stress_final_20260605T132014Z,102,22.656426066,payload,payload,2,3,near_to_far,1446,28264,3199509492,3199509492,42,-55.0,-55.0,1.013e-05,0.145262461,received,none,1337,true,rt_online_warmup,nan,nan,22.6,1,0,True
logs/stage24_rf_stress_final_20260605T132014Z/stage24_route_rssi_packets_raw.csv,97,stage24_rf_stress_final_20260605T132014Z,103,22.666769266,payload,payload,2,3,near_to_far,256,28265,3199509492,3199509492,42,-55.0,-55.0,1.013e-05,0.23374635,received,none,1337,true,rt_online_warmup,nan,nan,22.6,1,0,True
logs/stage24_rf_stress_final_20260605T132014Z/stage24_route_rssi_packets_raw.csv,98,stage24_rf_stress_final_20260605T132014Z,104,22.677522466,payload,payload,2,3,near_to_far,1446,28266,3199509492,3199509492,42,-55.0,-55.0,1.013e-05,0.163120158,received,none,1337,true,rt_online_warmup,nan,nan,22.6,1,0,True
logs/stage24_rf_stress_final_20260605T132014Z/stage24_route_rssi_packets_raw.csv,99,stage24_rf_stress_final_20260605T132014Z,105,22.688457666,payload,payload,2,3,near_to_far,1446,28267,3199509492,3199509492,42,-55.0,-55.0,1.013e-05,0.559883679,received,none,1337,true,rt_online_warmup,nan,nan,22.6,1,0,True
logs/stage24_rf_stress_final_20260605T132014Z/stage24_route_rssi_packets_raw.csv,100,stage24_rf_stress_final_20260605T132014Z,106,22.699097866,payload,payload,2,3,near_to_far,1446,28268,3199509492,3199509492,42,-55.0,-55.0,1.013e-05,0.393632051,received,none,1337,true,rt_online_warmup,nan,nan,22.6,1,0,True
logs/stage24_rf_stress_final_20260605T132014Z/stage24_route_rssi_packets_raw.csv,101,stage24_rf_stress_final_20260605T132014Z,107,22.710239066,payload,payload,2,3,near_to_far,1446,28269,3199509492,3199509492,42,-55.0,-55.0,1.013e-05,0.045067903,received,none,1337,true,rt_online_warmup,nan,nan,22.7,1,0,True
logs/stage24_rf_stress_final_20260605T132014Z/stage24_route_rssi_packets_raw.csv,102,stage24_rf_stress_final_20260605T132014Z,108,22.721158866,payload,payload,2,3,near_to_far,1020,28270,3199509492,3199509492,42,-55.0,-55.0,1.013e-05,0.682269693,received,none,1337,true,rt_online_warmup,nan,nan,22.7,1,0,True
